account_id,account_number,account_type,currency,open_date,balance,client_id
69,VLTU0826800907220,дебетовый,RUB,2018-11-20,475017.34,33
70,UUPC2189452395960,дебетовый,RUB,2022-07-11,1414440.34,33
71,HGCK9987517579032,кредитный,RUB,2007-12-01,404649.66,33
72,ARQR0609417502413,дебетовый,RUB,2009-11-23,673265.52,34
73,BOQU8675875585095,кредитный,RUB,2002-05-28,134428.26,35
74,YDJK0497236694627,дебетовый,RUB,2021-02-25,1176658.09,35
75,QNKD8142043845046,кредитный,RUB,2007-08-23,620715.1,35
76,DPMI3493941667407,дебетовый,RUB,2026-02-27,254374.39,36
77,VRVW6985857491106,дебетовый,RUB,2024-03-15,451696.9,37
78,ZNOU2641879397895,кредитный,RUB,2025-09-23,250811.1,37
79,OPBC2493164598243,кредитный,RUB,2000-06-05,1173999.94,38
80,ORAI7040793651875,кредитный,RUB,2024-12-02,369885.1,38
81,ZSFN9203273571256,кредитный,RUB,2014-01-25,293322.34,39
82,FCEH0085789591532,дебетовый,RUB,2020-03-08,10151.05,39
83,FKYM6009805783690,кредитный,RUB,2008-01-06,930288.28,39
84,AGIC3653298568499,кредитный,RUB,2002-06-14,1223213.21,40
85,XZOA7060074614337,дебетовый,RUB,2018-08-31,904816.9,40
86,BZIX9174436871638,дебетовый,RUB,2008-06-27,266455.91,41
87,NFCL7740545866182,кредитный,EUR,2023-01-07,437172.23,41
88,YRXP4142785314198,кредитный,EUR,2017-04-20,1172961.55,41
89,PFNG4921223399821,кредитный,RUB,2010-07-02,1178799.8,42
90,SZAA7132044845677,кредитный,RUB,1997-10-22,845775.76,42
91,LVID7660456893911,дебетовый,RUB,1979-03-27,825148.74,43
92,VXJL7677657666476,кредитный,USD,2001-09-29,314472.59,43
93,RLEA8529645521750,кредитный,RUB,1977-08-02,103738.01,43
94,STRQ7829887275442,кредитный,RUB,1985-07-18,454248.96,44
95,ANCV8506929873864,кредитный,RUB,1977-04-26,1072854.59,44
96,BMZP2466390321430,дебетовый,RUB,1965-11-02,896900.78,45
97,CRWG9330111840654,кредитный,RUB,1976-09-04,1385243.63,45
98,RKKQ7552452961514,кредитный,RUB,2017-06-26,1186081.38,46
99,NTOI5783517983871,кредитный,RUB,1996-06-18,1218445.46,46
100,KLMN9633895864178,дебетовый,RUB,1999-10-11,372346.45,46
101,KVMB1999162469476,кредитный,RUB,1978-05-29,919016.85,47
102,FSGM8426851797367,кредитный,EUR,2016-09-15,497395.05,47
103,XTBC0271909520387,кредитный,RUB,2007-03-29,147909.84,47
104,DEDY5190456244622,дебетовый,RUB,1999-07-01,586701.25,48
105,DMKN6339350824326,дебетовый,RUB,2001-06-24,36843.98,49
106,KHVR1403075598414,дебетовый,RUB,2004-08-17,1380821.32,49
107,BEJQ4350745093328,дебетовый,RUB,2005-09-11,1411014.24,49
108,SUST7024404310907,кредитный,RUB,1975-10-14,682998.95,50
109,DVRF3532773765547,кредитный,RUB,1999-06-01,146434.55,51
110,COEO5735548147126,кредитный,RUB,2008-08-26,450396.12,52
111,NDKV3939294270215,дебетовый,RUB,2008-12-09,514616.92,52
112,UDGI3390627989582,дебетовый,RUB,1997-02-12,246531.14,52
113,ZOPG3912990371912,дебетовый,RUB,2023-06-21,827865.43,53
114,LTHS5571421162206,кредитный,RUB,2024-10-11,1437693.93,53
115,TCBA4436436444329,дебетовый,RUB,2023-10-15,944640.48,53
116,ZNSC4220072276835,кредитный,RUB,2024-11-26,1106082.55,54
117,OQBU8785710933853,кредитный,RUB,1992-02-20,583253.67,55
118,ABSB0632586775465,дебетовый,RUB,2001-11-20,1128488.24,56
119,NDPF8470344633246,дебетовый,RUB,2019-04-24,1199253.54,56
120,UZYV6841546351757,дебетовый,RUB,2012-07-30,295611.41,56
121,KYCQ5176965959656,кредитный,RUB,1995-09-15,734225.97,57
122,BZUY3375229648421,кредитный,RUB,2025-12-16,916962.63,58
123,SFFE5145579537237,дебетовый,RUB,2025-12-15,1268276.7,58
124,NBIC4264302970813,дебетовый,RUB,2026-02-28,1058982.54,58
125,EFSR2109352439229,дебетовый,RUB,2018-10-21,469778.62,59
126,BCWV4962840769539,дебетовый,RUB,2010-10-25,274566.78,59
127,RORG4767900782446,дебетовый,RUB,1997-10-06,627358.66,60
128,MMTJ8360943868250,дебетовый,RUB,2010-07-29,634558.17,60
129,KKSF5629726692325,кредитный,RUB,2013-12-03,1040149.39,60
130,XFPH4689270472334,дебетовый,RUB,1997-10-13,734463.04,61
131,INNM1051496180686,дебетовый,RUB,2010-09-20,1262977.82,61
132,QRMY8879244940395,дебетовый,USD,1978-10-15,1427762.93,61
133,QNTW5613440883318,дебетовый,RUB,2020-11-21,575916.26,62
134,RADM9347691237793,кредитный,RUB,2022-04-15,737588.82,62
135,TRZA1220163185200,кредитный,RUB,2015-11-22,124005.94,63
136,EHSD5231336314098,дебетовый,RUB,2015-08-03,330794.26,63
137,CFPB2318967201295,дебетовый,RUB,1984-12-25,806412.93,63
138,AHDV7756900019176,кредитный,RUB,2014-04-28,1158821.46,64
139,GYFJ4834387151547,дебетовый,RUB,2025-12-18,401833.36,65
140,NTDD7087027282040,кредитный,RUB,2025-12-03,1135179.36,65
141,THVX8083491232160,кредитный,RUB,1988-12-26,1484663.59,66
142,LTWG2418325276252,дебетовый,RUB,1987-07-09,980507.55,66
143,FCHD1679542832670,дебетовый,RUB,1988-09-27,1498969.0,66
144,XYCM7811678629025,кредитный,RUB,2011-09-09,1225092.88,67
145,KGQM4267302209941,кредитный,USD,2011-07-01,176079.04,67
146,VZKG0405319841050,дебетовый,RUB,2021-12-05,881885.85,68
147,KZKA8485284677037,кредитный,RUB,2017-01-19,208852.45,69
148,INOT7008307644058,дебетовый,RUB,2018-01-08,1208160.74,69
149,KKWA1727279732829,кредитный,RUB,1989-09-04,895286.53,70
150,DWRH2051121340636,дебетовый,RUB,1975-08-17,1056080.64,70
151,ACTT0502406511747,кредитный,RUB,2010-03-21,1428596.02,70
152,XCOB6485796886312,дебетовый,RUB,1980-03-09,1125141.2,71
153,BOXV9044813881901,кредитный,USD,1992-03-25,1488729.34,71
154,YIKW6767761952496,дебетовый,RUB,1981-09-11,199036.28,71
155,ADPB9217645177022,кредитный,RUB,2023-03-28,1142210.38,72
156,GRAI5347827725320,кредитный,RUB,2023-05-14,866138.29,73
157,LUSU2848987358727,кредитный,RUB,2022-07-18,562758.49,73
158,TTGG5702409398663,дебетовый,RUB,2014-12-17,1320187.62,73
159,ZQJY6484427398356,кредитный,RUB,2026-03-31,417338.53,74
160,EWHT1886762273533,кредитный,EUR,2009-06-29,490933.92,75
161,AMUF0166334014215,дебетовый,USD,2007-02-09,1270750.99,75
162,WGIW5263628862335,кредитный,RUB,2018-12-08,1045933.47,76
163,BJII5514344211175,кредитный,RUB,2017-03-20,644464.65,77
164,SIJS5742188424638,кредитный,RUB,1988-05-20,1242515.43,78
165,LCFT1164792464299,дебетовый,RUB,2025-12-14,728006.86,79
166,QOFI7353998759153,кредитный,USD,2026-05-12,1143381.03,79
167,BOKZ1451834792305,дебетовый,RUB,2019-07-09,1255053.27,80
168,RFIK3108124643786,дебетовый,USD,2009-07-28,236975.27,81
169,JGXB1460669610696,дебетовый,EUR,2011-10-30,641698.95,82
170,XOJT1218790650614,дебетовый,USD,2014-05-11,452798.26,82
171,CLSA1125023160040,дебетовый,RUB,2019-06-03,375583.92,83
172,PFRZ9868321208614,кредитный,RUB,2002-05-17,973366.81,83
173,WTRJ2507966997842,кредитный,RUB,2019-08-15,1088982.55,84
174,BUCJ1442460737238,кредитный,RUB,2000-02-14,1055547.06,85
175,CWLS5285994757637,дебетовый,RUB,2011-12-07,199049.69,86
176,YTQF9305577979836,кредитный,RUB,2026-01-19,1043395.66,87
177,NAPJ1059394815043,кредитный,RUB,2015-03-15,716550.36,88
178,BHKZ6028586966096,кредитный,RUB,2005-06-23,1208935.25,89
179,LJVO6075121018426,кредитный,RUB,1989-03-12,448882.99,90
180,VEMJ4180245940859,дебетовый,RUB,2019-05-13,1015705.62,91
181,HKML3524377950765,дебетовый,RUB,2023-05-06,12712.11,91
182,YKOH7485251225846,дебетовый,RUB,2024-10-23,1083648.04,92
183,ZSUB1752279294965,дебетовый,USD,2022-02-16,924114.02,92
184,FGZT6749990203854,кредитный,USD,2025-09-11,130032.05,92
185,OABR4159124269575,дебетовый,RUB,1972-11-01,884360.88,93
186,WRKC3976352946142,кредитный,EUR,1994-08-19,471755.5,94
187,XFAI0852063346118,дебетовый,RUB,2009-02-15,966930.85,94
188,PQPG7282659338041,кредитный,RUB,2024-03-09,1035714.11,95
189,TCPC6033308544184,кредитный,RUB,2012-01-28,910390.3,96
190,NUZN0209313788021,дебетовый,RUB,1980-08-17,443313.08,96
191,SHNP6777736576455,дебетовый,RUB,1965-10-07,1190667.05,96
192,KTBG4819543511026,кредитный,RUB,2019-01-02,361622.63,97
193,GSKL3308923331351,дебетовый,RUB,2022-03-07,1466545.42,98
194,UQKK0702640626067,кредитный,USD,2011-07-14,197974.32,98
195,WDKU1448762164834,кредитный,RUB,2010-07-07,1024413.07,98
196,EOWS7302940695725,дебетовый,RUB,2018-03-13,101298.85,99
197,VBFH5893771258284,кредитный,RUB,2001-06-01,1383868.93,99
198,YRTC9949516599194,кредитный,RUB,2012-08-09,751573.45,100
199,MVJJ6452390041524,кредитный,RUB,1997-10-29,603416.12,100
200,XQMP8554701897795,дебетовый,RUB,2001-11-13,464860.33,101
201,DVJM7093672502800,дебетовый,EUR,1994-04-21,233065.7,101
202,VCOP0734603161340,кредитный,RUB,2012-04-21,951441.37,101
203,STEZ1645752754283,дебетовый,RUB,2019-06-02,656229.06,102
204,YRYM7851506688155,дебетовый,RUB,1994-10-18,129319.2,102
205,DWKL6616689409363,кредитный,RUB,2018-02-09,918445.19,102
206,INUA5955161133956,кредитный,RUB,1996-06-01,987078.54,103
207,FEIL1825696192126,дебетовый,RUB,2023-06-07,205817.7,104
208,XJRY6978487989631,дебетовый,RUB,2019-06-15,520057.69,105
209,NHBL2704369225916,кредитный,RUB,2022-12-13,190395.91,106
210,EHAD2746901763191,кредитный,RUB,2012-01-08,177085.08,106
211,QNHO0855360622306,дебетовый,RUB,2022-12-01,643986.85,106
212,LNPG5775694298410,дебетовый,RUB,2003-08-29,1462575.88,107
213,JAWB3273032482746,дебетовый,RUB,2024-06-08,766172.82,107
214,XZKE3561188203806,дебетовый,RUB,2004-04-14,850329.19,107
215,KQVN2185311128177,дебетовый,RUB,2026-04-28,154357.37,108
216,ZGUM6663694728132,дебетовый,RUB,2021-08-15,763237.33,108
217,KSQI5033790294037,дебетовый,RUB,2019-11-12,707646.88,109
218,GLUW3132452756719,дебетовый,RUB,1991-09-01,1440513.22,110
219,KBZZ3056878071265,дебетовый,RUB,2010-01-18,1370921.5,110
220,JTJZ8918529838820,кредитный,RUB,2019-11-01,372394.78,111
221,KDIS7776491361657,кредитный,RUB,2018-07-04,116830.6,111
222,LEQF2619549029484,кредитный,RUB,2024-04-17,1009988.58,111
223,YJGV4577661388655,дебетовый,RUB,2016-03-13,773661.2,112
224,YXBW9159567832395,кредитный,RUB,2025-09-19,697641.27,113
225,SYGM0194127066185,кредитный,RUB,2024-09-10,829637.09,114
226,HNBW8780720203388,дебетовый,RUB,2021-10-14,437392.64,114
227,CFAY9966763720373,дебетовый,RUB,2009-01-04,887536.4,115
228,YIQH6567071905657,кредитный,EUR,2015-08-25,1163828.93,115
229,JGSN7705467393164,дебетовый,RUB,2023-02-23,1398596.3,116
230,TASX5468873058868,дебетовый,RUB,2017-09-20,519635.55,116
231,BFKG1292662547800,дебетовый,EUR,1976-10-20,2193.06,116
232,KQBJ0146159700019,кредитный,RUB,2022-03-23,1090822.56,117
233,BBOG8854673474369,дебетовый,RUB,2024-01-23,1474673.61,117
234,SUBR9413198596718,кредитный,RUB,2016-08-01,89842.61,117
235,EDGA5428425111903,кредитный,RUB,2001-07-10,1381911.6,118
236,LTJX0942941259799,кредитный,RUB,2015-02-20,558737.96,119
237,SBXV3238876766062,дебетовый,RUB,2013-12-16,758141.65,119
238,XQSK1340399783874,кредитный,RUB,2020-12-24,851731.09,119
239,VWUG0818363293970,дебетовый,RUB,1987-11-14,391486.41,120
240,MYMH8207154818513,кредитный,USD,1980-05-24,589429.01,120
241,DCPQ6057767719288,кредитный,RUB,2023-09-15,407933.81,121
242,YBHB2875740589230,дебетовый,USD,2022-12-14,204167.77,121
243,NAMO7871924972655,дебетовый,RUB,2023-08-03,246562.47,121
244,OCGM4967451453752,кредитный,RUB,2025-04-15,803886.82,122
245,OXJZ4882526990185,дебетовый,RUB,1998-05-24,695019.89,122
246,YDDK6733851576467,дебетовый,RUB,2006-11-28,1029082.26,123
247,ULBV6809838319346,дебетовый,RUB,1974-08-06,1284859.91,124
248,WBFY7586034563338,дебетовый,RUB,1994-02-04,372328.18,124
249,EHJT5245705155782,кредитный,RUB,2011-05-31,73425.93,124
250,GRRA3242716186286,кредитный,RUB,2004-07-11,260801.6,125
251,OXIP6237038547872,кредитный,USD,2016-08-11,833930.64,125
252,QDSG1922941232806,дебетовый,RUB,1991-11-11,152861.02,126
253,LHVS4185455418925,дебетовый,RUB,1976-05-11,92503.78,126
254,QHCI0035630328267,дебетовый,RUB,2000-05-28,1235510.12,126
255,KVJT0479865716896,дебетовый,RUB,2003-06-12,388230.98,127
256,CGEY5086286856434,дебетовый,RUB,1999-12-10,96708.05,127
257,MBVV8823092587289,кредитный,RUB,2006-06-12,137967.96,128
258,UJMO3631633084601,кредитный,RUB,2020-12-05,1413420.99,128
259,FXME8033649084749,дебетовый,RUB,2008-07-18,860826.3,128
260,UCNZ3430310166366,кредитный,RUB,2004-02-18,574094.16,129
261,YEQI5541408579622,кредитный,RUB,2007-06-22,322074.16,129
262,LCYD0848610660026,дебетовый,RUB,2020-12-12,669017.15,129
263,JNSA1749538916244,дебетовый,RUB,1985-02-23,925465.75,130
264,ANMU7884573216502,кредитный,RUB,1980-10-03,1324167.86,131
265,IEGY8935440711072,кредитный,RUB,2022-04-25,419663.98,131
266,QLAF3050667148533,дебетовый,RUB,2017-10-09,963978.79,131
267,GYDP1479554129824,дебетовый,RUB,2022-05-30,1203252.12,132
268,FFAZ2881520895217,дебетовый,EUR,2017-02-04,1172873.65,132
269,RADF6962505073249,кредитный,RUB,2004-05-28,1172152.66,132
270,HTJH0325027496238,кредитный,RUB,1982-05-06,269723.81,133
271,QJJB3765439994285,кредитный,RUB,1993-09-16,43955.19,133
272,AGHA8641486329085,дебетовый,RUB,2025-08-07,707526.58,134
273,KBYI8715905182377,кредитный,RUB,2021-04-24,1499408.62,134
274,DBTB7444793911717,дебетовый,RUB,2018-04-30,361729.19,135
275,IWAA3456884865737,дебетовый,RUB,2026-02-15,1421703.72,136
276,YITM6607236604741,кредитный,RUB,2020-08-18,1258833.38,136
277,ARDR0368938252894,дебетовый,RUB,2019-05-23,888779.26,136
278,JGSH5160269577526,кредитный,USD,2013-08-12,42309.85,137
279,RJRB3163678175248,кредитный,USD,2020-08-27,845409.73,137
280,HKHP6429839303953,дебетовый,RUB,2014-09-03,1215601.74,137
281,LEXW6088532987340,кредитный,RUB,2016-10-24,56945.61,138
282,CITZ9747547377049,дебетовый,RUB,1982-05-09,328213.41,138
283,BSNO8194565977396,кредитный,RUB,2026-05-01,1376844.28,139
284,YBVG4057368910804,дебетовый,RUB,2017-06-14,511138.57,139
285,WVPK6943072188771,дебетовый,USD,2017-09-18,1266426.13,139
286,SSDM5872363411048,дебетовый,RUB,2023-11-27,879913.76,140
287,ORWN7126572818291,дебетовый,RUB,2022-05-01,1269721.33,140
288,PYRT8852499196084,дебетовый,RUB,1987-05-21,1412884.82,141
289,XWLV8553730437631,кредитный,RUB,1982-11-14,504841.61,141
290,KLSM7071694481440,дебетовый,EUR,2003-12-13,1098528.04,142
291,BXXI0756023106407,кредитный,RUB,1968-03-26,1440993.15,142
292,PFSN8228854273449,кредитный,RUB,2025-04-27,1453114.34,143
293,PSXT2519736654758,кредитный,RUB,2026-03-16,883425.23,143
294,RWVX3710539259067,дебетовый,RUB,2024-01-30,1100992.46,143
295,DRKG6017430402560,дебетовый,RUB,2023-07-02,2696.86,144
296,JDGD6677527071279,кредитный,USD,2019-12-28,1156245.59,144
297,DONG5064272990438,дебетовый,RUB,2025-11-26,477325.37,145
298,UDPX6762270254316,дебетовый,RUB,2026-03-28,156165.35,145
299,SCKQ4647256046782,кредитный,RUB,2024-11-23,1118014.99,145
300,BVGN9061550261340,кредитный,EUR,2022-11-09,251831.13,146
301,HCEE0667665405324,кредитный,RUB,2024-03-31,397818.66,147
302,UUDW6943532861780,дебетовый,RUB,1975-08-03,1180530.01,148
303,RCHQ0573213678864,дебетовый,RUB,2008-10-17,657330.21,149
304,KLEN1510705570529,кредитный,EUR,2008-06-30,1326828.0,149
305,BRMR7441235998962,кредитный,USD,2009-01-22,526846.75,149
306,RMTE6356006255151,дебетовый,RUB,2011-01-07,1183094.99,150
307,ZYSY7519378495312,дебетовый,RUB,2022-03-21,110564.08,150
308,ZGIY4580197621346,кредитный,RUB,2021-05-06,391691.56,151
309,MIVM1526532224708,дебетовый,RUB,1983-03-30,1331896.9,152
310,ADIQ1297198840894,дебетовый,RUB,1973-03-05,1347186.26,153
311,OYZJ8126817930080,кредитный,RUB,2007-05-25,920467.09,154
312,QRZS9058081403340,дебетовый,RUB,2005-04-04,980452.76,155
313,BRXD0563586990213,кредитный,RUB,2005-10-24,151886.72,155
314,DNWN9460212467642,дебетовый,RUB,2016-02-24,831168.65,156
315,DEWV5983620749884,кредитный,RUB,2017-07-21,446100.97,157
316,WXKT1260920331465,дебетовый,RUB,2022-12-07,857654.71,157
317,VLPW1665781304995,кредитный,RUB,2011-07-14,541243.38,157
318,JHQS6416450862953,дебетовый,RUB,2009-04-04,993030.34,158
319,YEHA7248764126139,кредитный,RUB,2011-09-26,38603.54,158
320,YLPI5861805839340,кредитный,EUR,2013-06-07,710355.98,159
321,HLIU4278859881920,кредитный,RUB,2021-04-21,706416.68,160
322,TMLM9325962762236,кредитный,RUB,2014-01-19,816189.04,161
323,HCZF7534183995578,дебетовый,RUB,2021-03-25,572167.78,161
324,FZEQ0177106294502,дебетовый,RUB,1986-10-15,394943.95,161
325,VYSJ4735341439103,кредитный,RUB,2007-03-28,402842.99,162
326,HXWD8667906674772,дебетовый,RUB,1993-08-09,1044706.43,162
327,BWDC0408384378260,дебетовый,RUB,2026-03-21,1212270.24,163
328,UROP7953342253939,дебетовый,RUB,1979-04-22,1261195.75,164
329,EIEL7772774575021,кредитный,EUR,1982-05-08,1030601.9,164
330,ZQQL2114846036383,дебетовый,RUB,2022-07-18,118432.57,165
331,MWYR7884204759835,дебетовый,RUB,2017-05-18,1350682.59,165
332,OYPB6939285320254,дебетовый,RUB,2013-06-11,1135783.13,166
333,CNWV7946778189863,дебетовый,USD,2019-12-29,250747.18,166
334,XCHS5945921185723,дебетовый,RUB,2020-06-19,189279.0,166
335,KUBC9473779626389,дебетовый,EUR,2023-12-14,653089.87,167
336,LJYS9779178220081,дебетовый,RUB,2015-04-29,386829.54,167
337,ZADX4286690625157,дебетовый,RUB,1982-09-24,834546.31,168
338,SKDI9096710800458,кредитный,USD,2003-02-26,779532.27,168
339,FIFV2749665294830,дебетовый,RUB,2014-01-25,934586.89,168
340,DODS7251234335367,кредитный,RUB,2006-07-10,224463.48,169
341,VOVP7734265875031,дебетовый,USD,2008-05-31,844025.64,169
342,JWUS7914077128061,дебетовый,RUB,1983-08-22,1301212.9,169
343,PIMM6974721712435,кредитный,RUB,1989-09-08,982181.51,170
344,NQVZ3032536952558,кредитный,RUB,2013-10-31,413121.21,170
345,XXMP3507810728394,кредитный,RUB,2011-04-05,1334361.32,171
346,OMIX6126149936319,дебетовый,RUB,2018-11-10,712827.29,172
347,FOKM4439095195663,кредитный,USD,1990-06-30,30349.33,172
348,BUMG6210516407870,кредитный,RUB,1970-04-09,737428.82,173
349,QDCG5373965272959,дебетовый,EUR,1989-08-04,341936.12,173
350,RMOO7055489907129,кредитный,RUB,2020-12-06,481302.47,174
351,MTYT1548270029331,кредитный,RUB,2016-01-11,133930.28,174
352,EMQS3746021368841,дебетовый,USD,1982-02-09,610755.54,175
353,PPCW2918425195617,кредитный,RUB,1992-02-25,1300783.46,175
354,VLKR9223552858706,дебетовый,RUB,2020-11-16,1064354.1,176
355,AZVE2829335287897,дебетовый,RUB,1988-08-09,786429.33,177
356,LXGL9647268474645,дебетовый,RUB,1982-05-29,1312770.83,177
357,BOVE8310185088087,дебетовый,RUB,2017-04-19,684673.0,178
358,MXJL0581058010886,дебетовый,RUB,2007-02-25,1235259.44,179
359,TPZI4761937886636,кредитный,RUB,2018-09-30,185809.29,179
360,MYKH3347749633792,дебетовый,RUB,2020-12-04,891065.39,180
361,ZWNF8191502374387,кредитный,RUB,1996-10-16,524639.85,181
362,JKBK2194050472609,кредитный,RUB,1987-08-29,1033275.81,182
363,USNF9145977366098,дебетовый,RUB,2011-05-06,244361.11,183
364,SDTR1747366539788,дебетовый,USD,2000-05-19,971069.84,183
365,QOZJ8955713198444,дебетовый,RUB,2014-09-22,614260.79,184
366,CNHS5257477743721,дебетовый,USD,2017-06-18,1450707.53,184
367,HQIQ7756191898755,дебетовый,RUB,2000-07-15,198471.14,184
368,SVRH2290005905451,дебетовый,RUB,2010-03-23,912515.82,185
369,HMKR5405919344246,кредитный,RUB,2002-12-18,564713.18,186
370,VXPD2393306533535,кредитный,RUB,1981-09-12,327313.58,186
371,PKSV8096282196087,кредитный,RUB,2017-04-05,11021.36,187
372,PYUK7882737630977,кредитный,RUB,2013-09-11,890658.81,187
373,SUQX3666097978550,кредитный,RUB,2019-04-06,722607.63,188
374,VUJI5072962901079,кредитный,EUR,2016-06-20,960892.12,188
375,WFWE6527825463059,кредитный,RUB,2015-02-04,1428281.7,189
376,VCXL6711775398724,кредитный,RUB,2016-05-02,775940.38,189
377,RCWS8708840755380,дебетовый,RUB,2022-09-16,1203545.62,190
378,GXMK9726839507051,кредитный,RUB,1999-11-14,1021133.63,191
379,BNTN7212815683870,дебетовый,RUB,1987-12-25,1496203.65,191
380,PQKH7982149241371,кредитный,USD,1987-07-11,606898.34,191
381,HANW3908583068483,дебетовый,RUB,2010-10-12,1492130.6,192
382,NYYQ1672386656067,дебетовый,RUB,2023-09-28,1070053.93,192
383,LLSL7354105772504,кредитный,USD,2010-10-28,1007802.71,192
384,FKWZ8988108558723,кредитный,RUB,1974-05-21,1260958.04,193
385,PQJY5720802410415,дебетовый,RUB,1995-01-15,706171.31,193
386,ZOXY4931660816115,кредитный,RUB,1975-10-05,838547.48,193
387,LUMN1340475000458,кредитный,RUB,2025-04-29,333380.27,194
388,BURS2270699064949,кредитный,RUB,2005-07-31,1330265.32,195
389,KNUL8036383647224,кредитный,RUB,1987-08-18,695640.94,196
